v2	V(n002)	I(R2)
5.139999999999935e+000	5.140000e+000	6.671352e-003
5.149999999999935e+000	5.150000e+000	6.672362e-003
5.159999999999934e+000	5.160000e+000	6.673371e-003
5.169999999999934e+000	5.170000e+000	6.674381e-003
5.179999999999934e+000	5.180000e+000	6.675391e-003
5.189999999999934e+000	5.190000e+000	6.676401e-003
5.199999999999934e+000	5.200000e+000	6.677411e-003
5.209999999999933e+000	5.210000e+000	6.678421e-003
5.219999999999933e+000	5.220000e+000	6.679431e-003
5.229999999999933e+000	5.230000e+000	6.680441e-003
5.239999999999933e+000	5.240000e+000	6.681451e-003
5.249999999999933e+000	5.250000e+000	6.682461e-003
5.259999999999932e+000	5.260000e+000	6.683471e-003
5.269999999999932e+000	5.270000e+000	6.684481e-003
5.279999999999932e+000	5.280000e+000	6.685491e-003
5.289999999999932e+000	5.290000e+000	6.686501e-003
5.299999999999931e+000	5.300000e+000	6.687510e-003
5.309999999999931e+000	5.310000e+000	6.688520e-003
5.319999999999931e+000	5.320000e+000	6.689530e-003
5.329999999999931e+000	5.330000e+000	6.690540e-003
5.339999999999931e+000	5.340000e+000	6.691550e-003
5.349999999999930e+000	5.350000e+000	6.692560e-003
5.359999999999930e+000	5.360000e+000	6.693570e-003
5.369999999999930e+000	5.370000e+000	6.694580e-003
5.379999999999930e+000	5.380000e+000	6.695590e-003
5.389999999999930e+000	5.390000e+000	6.696600e-003
5.399999999999929e+000	5.400000e+000	6.697610e-003
5.409999999999929e+000	5.410000e+000	6.698620e-003
5.419999999999929e+000	5.420000e+000	6.699629e-003
5.429999999999929e+000	5.430000e+000	6.700639e-003
5.439999999999928e+000	5.440000e+000	6.701649e-003
5.449999999999928e+000	5.450000e+000	6.702659e-003
5.459999999999928e+000	5.460000e+000	6.703669e-003
5.469999999999928e+000	5.470000e+000	6.704679e-003
5.479999999999928e+000	5.480000e+000	6.705689e-003
5.489999999999927e+000	5.490000e+000	6.706699e-003
5.499999999999927e+000	5.500000e+000	6.707709e-003
5.509999999999927e+000	5.510000e+000	6.708718e-003
5.519999999999927e+000	5.520000e+000	6.709728e-003
5.529999999999927e+000	5.530000e+000	6.710738e-003
5.539999999999926e+000	5.540000e+000	6.711748e-003
5.549999999999926e+000	5.550000e+000	6.712758e-003
5.559999999999926e+000	5.560000e+000	6.713768e-003
5.569999999999926e+000	5.570000e+000	6.714778e-003
5.579999999999926e+000	5.580000e+000	6.715788e-003
5.589999999999925e+000	5.590000e+000	6.716798e-003
5.599999999999925e+000	5.600000e+000	6.717808e-003
5.609999999999925e+000	5.610000e+000	6.718818e-003
5.619999999999925e+000	5.620000e+000	6.719827e-003
5.629999999999924e+000	5.630000e+000	6.720837e-003
5.639999999999924e+000	5.640000e+000	6.721847e-003
5.649999999999924e+000	5.650000e+000	6.722857e-003
5.659999999999924e+000	5.660000e+000	6.723867e-003
5.669999999999924e+000	5.670000e+000	6.724877e-003
5.679999999999923e+000	5.680000e+000	6.725887e-003
5.689999999999923e+000	5.690000e+000	6.726897e-003
5.699999999999923e+000	5.700000e+000	6.727906e-003
5.709999999999923e+000	5.710000e+000	6.728916e-003
5.719999999999923e+000	5.720000e+000	6.729926e-003
5.729999999999922e+000	5.730000e+000	6.730936e-003
5.739999999999922e+000	5.740000e+000	6.731946e-003
5.749999999999922e+000	5.750000e+000	6.732956e-003
5.759999999999922e+000	5.760000e+000	6.733966e-003
5.769999999999921e+000	5.770000e+000	6.734976e-003
5.779999999999921e+000	5.780000e+000	6.735986e-003
5.789999999999921e+000	5.790000e+000	6.736996e-003
5.799999999999921e+000	5.800000e+000	6.738006e-003
5.809999999999921e+000	5.810000e+000	6.739015e-003
5.819999999999920e+000	5.820000e+000	6.740025e-003
5.829999999999920e+000	5.830000e+000	6.741035e-003
5.839999999999920e+000	5.840000e+000	6.742045e-003
5.849999999999920e+000	5.850000e+000	6.743055e-003
5.859999999999920e+000	5.860000e+000	6.744065e-003
5.869999999999919e+000	5.870000e+000	6.745075e-003
5.879999999999919e+000	5.880000e+000	6.746085e-003
5.889999999999919e+000	5.890000e+000	6.747094e-003
5.899999999999919e+000	5.900000e+000	6.748104e-003
5.909999999999918e+000	5.910000e+000	6.749114e-003
5.919999999999918e+000	5.920000e+000	6.750124e-003
5.929999999999918e+000	5.930000e+000	6.751134e-003
5.939999999999918e+000	5.940000e+000	6.752144e-003
5.949999999999918e+000	5.950000e+000	6.753154e-003
5.959999999999917e+000	5.960000e+000	6.754164e-003
5.969999999999917e+000	5.970000e+000	6.755174e-003
5.979999999999917e+000	5.980000e+000	6.756184e-003
5.989999999999917e+000	5.990000e+000	6.757193e-003
5.999999999999917e+000	6.000000e+000	6.758203e-003
6.009999999999916e+000	6.010000e+000	6.759213e-003
6.019999999999916e+000	6.020000e+000	6.760223e-003
6.029999999999916e+000	6.030000e+000	6.761233e-003
6.039999999999916e+000	6.040000e+000	6.762243e-003
6.049999999999915e+000	6.050000e+000	6.763253e-003
6.059999999999915e+000	6.060000e+000	6.764262e-003
6.069999999999915e+000	6.070000e+000	6.765272e-003
6.079999999999915e+000	6.080000e+000	6.766282e-003
6.089999999999915e+000	6.090000e+000	6.767292e-003
6.099999999999914e+000	6.100000e+000	6.768302e-003
6.109999999999914e+000	6.110000e+000	6.769312e-003
6.119999999999914e+000	6.120000e+000	6.770322e-003
6.129999999999914e+000	6.130000e+000	6.771332e-003
6.139999999999914e+000	6.140000e+000	6.772342e-003
6.149999999999913e+000	6.150000e+000	6.773352e-003
6.159999999999913e+000	6.160000e+000	6.774361e-003
6.169999999999913e+000	6.170000e+000	6.775371e-003
6.179999999999913e+000	6.180000e+000	6.776381e-003
6.189999999999913e+000	6.190000e+000	6.777391e-003
6.199999999999912e+000	6.200000e+000	6.778401e-003
6.209999999999912e+000	6.210000e+000	6.779411e-003
6.219999999999912e+000	6.220000e+000	6.780421e-003
6.229999999999912e+000	6.230000e+000	6.781430e-003
6.239999999999911e+000	6.240000e+000	6.782440e-003
6.249999999999911e+000	6.250000e+000	6.783450e-003
6.259999999999911e+000	6.260000e+000	6.784460e-003
6.269999999999911e+000	6.270000e+000	6.785470e-003
6.279999999999911e+000	6.280000e+000	6.786480e-003
6.289999999999910e+000	6.290000e+000	6.787490e-003
6.299999999999910e+000	6.300000e+000	6.788500e-003
6.309999999999910e+000	6.310000e+000	6.789510e-003
6.319999999999910e+000	6.320000e+000	6.790519e-003
6.329999999999910e+000	6.330000e+000	6.791529e-003
6.339999999999909e+000	6.340000e+000	6.792539e-003
6.349999999999909e+000	6.350000e+000	6.793549e-003
6.359999999999909e+000	6.360000e+000	6.794559e-003
6.369999999999909e+000	6.370000e+000	6.795569e-003
6.379999999999908e+000	6.380000e+000	6.796579e-003
6.389999999999908e+000	6.390000e+000	6.797588e-003
6.399999999999908e+000	6.400000e+000	6.798598e-003
6.409999999999908e+000	6.410000e+000	6.799608e-003
6.419999999999908e+000	6.420000e+000	6.800618e-003
6.429999999999907e+000	6.430000e+000	6.801628e-003
6.439999999999907e+000	6.440000e+000	6.802638e-003
6.449999999999907e+000	6.450000e+000	6.803648e-003
6.459999999999907e+000	6.460000e+000	6.804658e-003
6.469999999999907e+000	6.470000e+000	6.805668e-003
6.479999999999906e+000	6.480000e+000	6.806677e-003
6.489999999999906e+000	6.490000e+000	6.807687e-003
6.499999999999906e+000	6.500000e+000	6.808697e-003
6.509999999999906e+000	6.510000e+000	6.809707e-003
6.519999999999905e+000	6.520000e+000	6.810717e-003
6.529999999999905e+000	6.530000e+000	6.811727e-003
6.539999999999905e+000	6.540000e+000	6.812736e-003
6.549999999999905e+000	6.550000e+000	6.813746e-003
6.559999999999905e+000	6.560000e+000	6.814756e-003
6.569999999999904e+000	6.570000e+000	6.815766e-003
6.579999999999904e+000	6.580000e+000	6.816776e-003
6.589999999999904e+000	6.590000e+000	6.817786e-003
6.599999999999904e+000	6.600000e+000	6.818796e-003
6.609999999999904e+000	6.610000e+000	6.819806e-003
6.619999999999903e+000	6.620000e+000	6.820816e-003
6.629999999999903e+000	6.630000e+000	6.821825e-003
6.639999999999903e+000	6.640000e+000	6.822835e-003
6.649999999999903e+000	6.650000e+000	6.823845e-003
6.659999999999902e+000	6.660000e+000	6.824855e-003
6.669999999999902e+000	6.670000e+000	6.825865e-003
6.679999999999902e+000	6.680000e+000	6.826875e-003
6.689999999999902e+000	6.690000e+000	6.827884e-003
6.699999999999902e+000	6.700000e+000	6.828894e-003
6.709999999999901e+000	6.710000e+000	6.829904e-003
6.719999999999901e+000	6.720000e+000	6.830914e-003
6.729999999999901e+000	6.730000e+000	6.831924e-003
6.739999999999901e+000	6.740000e+000	6.832934e-003
6.749999999999901e+000	6.750000e+000	6.833944e-003
6.759999999999900e+000	6.760000e+000	6.834954e-003
6.769999999999900e+000	6.770000e+000	6.835963e-003
6.779999999999900e+000	6.780000e+000	6.836973e-003
6.789999999999900e+000	6.790000e+000	6.837983e-003
6.799999999999900e+000	6.800000e+000	6.838993e-003
6.809999999999899e+000	6.810000e+000	6.840003e-003
6.819999999999899e+000	6.820000e+000	6.841013e-003
6.829999999999899e+000	6.830000e+000	6.842022e-003
6.839999999999899e+000	6.840000e+000	6.843032e-003
6.849999999999898e+000	6.850000e+000	6.844042e-003
6.859999999999898e+000	6.860000e+000	6.845052e-003
6.869999999999898e+000	6.870000e+000	6.846062e-003
6.879999999999898e+000	6.880000e+000	6.847071e-003
6.889999999999898e+000	6.890000e+000	6.848081e-003
6.899999999999897e+000	6.900000e+000	6.849092e-003
6.909999999999897e+000	6.910000e+000	6.850101e-003
6.919999999999897e+000	6.920000e+000	6.851111e-003
6.929999999999897e+000	6.930000e+000	6.852121e-003
6.939999999999897e+000	6.940000e+000	6.853131e-003
6.949999999999896e+000	6.950000e+000	6.854141e-003
6.959999999999896e+000	6.960000e+000	6.855151e-003
6.969999999999896e+000	6.970000e+000	6.856160e-003
6.979999999999896e+000	6.980000e+000	6.857170e-003
6.989999999999895e+000	6.990000e+000	6.858180e-003
6.999999999999895e+000	7.000000e+000	6.859190e-003
7.009999999999895e+000	7.010000e+000	6.860200e-003
7.019999999999895e+000	7.020000e+000	6.861209e-003
7.029999999999895e+000	7.030000e+000	6.862219e-003
7.039999999999894e+000	7.040000e+000	6.863229e-003
7.049999999999894e+000	7.050000e+000	6.864239e-003
7.059999999999894e+000	7.060000e+000	6.865249e-003
7.069999999999894e+000	7.070000e+000	6.866259e-003
7.079999999999894e+000	7.080000e+000	6.867269e-003
7.089999999999893e+000	7.090000e+000	6.868279e-003
7.099999999999893e+000	7.100000e+000	6.869288e-003
7.109999999999893e+000	7.110000e+000	6.870298e-003
7.119999999999893e+000	7.120000e+000	6.871308e-003
7.129999999999892e+000	7.130000e+000	6.872318e-003
7.139999999999892e+000	7.140000e+000	6.873328e-003
7.149999999999892e+000	7.150000e+000	6.874337e-003
7.159999999999892e+000	7.160000e+000	6.875347e-003
7.169999999999892e+000	7.170000e+000	6.876357e-003
7.179999999999891e+000	7.180000e+000	6.877367e-003
7.189999999999891e+000	7.190000e+000	6.878377e-003
7.199999999999891e+000	7.200000e+000	6.879386e-003
7.209999999999891e+000	7.210000e+000	6.880397e-003
7.219999999999891e+000	7.220000e+000	6.881407e-003
7.229999999999890e+000	7.230000e+000	6.882416e-003
7.239999999999890e+000	7.240000e+000	6.883426e-003
7.249999999999890e+000	7.250000e+000	6.884436e-003
7.259999999999890e+000	7.260000e+000	6.885446e-003
7.269999999999889e+000	7.270000e+000	6.886456e-003
7.279999999999889e+000	7.280000e+000	6.887465e-003
7.289999999999889e+000	7.290000e+000	6.888475e-003
7.299999999999889e+000	7.300000e+000	6.889485e-003
7.309999999999889e+000	7.310000e+000	6.890495e-003
7.319999999999888e+000	7.320000e+000	6.891505e-003
7.329999999999888e+000	7.330000e+000	6.892514e-003
7.339999999999888e+000	7.340000e+000	6.893524e-003
7.349999999999888e+000	7.350000e+000	6.894534e-003
7.359999999999888e+000	7.360000e+000	6.895544e-003
7.369999999999887e+000	7.370000e+000	6.896554e-003
7.379999999999887e+000	7.380000e+000	6.897564e-003
7.389999999999887e+000	7.390000e+000	6.898574e-003
7.399999999999887e+000	7.400000e+000	6.899584e-003
7.409999999999887e+000	7.410000e+000	6.900593e-003
7.419999999999886e+000	7.420000e+000	6.901603e-003
7.429999999999886e+000	7.430000e+000	6.902613e-003
7.439999999999886e+000	7.440000e+000	6.903623e-003
7.449999999999886e+000	7.450000e+000	6.904633e-003
7.459999999999885e+000	7.460000e+000	6.905642e-003
7.469999999999885e+000	7.470000e+000	6.906652e-003
7.479999999999885e+000	7.480000e+000	6.907662e-003
7.489999999999885e+000	7.490000e+000	6.908672e-003
7.499999999999885e+000	7.500000e+000	6.909681e-003
7.509999999999884e+000	7.510000e+000	6.910692e-003
7.519999999999884e+000	7.520000e+000	6.911702e-003
7.529999999999884e+000	7.530000e+000	6.912711e-003
7.539999999999884e+000	7.540000e+000	6.913721e-003
7.549999999999884e+000	7.550000e+000	6.914731e-003
7.559999999999883e+000	7.560000e+000	6.915741e-003
7.569999999999883e+000	7.570000e+000	6.916751e-003
7.579999999999883e+000	7.580000e+000	6.917760e-003
7.589999999999883e+000	7.590000e+000	6.918770e-003
7.599999999999882e+000	7.600000e+000	6.919780e-003
7.609999999999882e+000	7.610000e+000	6.920790e-003
7.619999999999882e+000	7.620000e+000	6.921799e-003
7.629999999999882e+000	7.630000e+000	6.922809e-003
7.639999999999882e+000	7.640000e+000	6.923819e-003
7.649999999999881e+000	7.650000e+000	6.924829e-003
7.659999999999881e+000	7.660000e+000	6.925839e-003
7.669999999999881e+000	7.670000e+000	6.926849e-003
7.679999999999881e+000	7.680000e+000	6.927859e-003
7.689999999999881e+000	7.690000e+000	6.928868e-003
7.699999999999880e+000	7.700000e+000	6.929878e-003
7.709999999999880e+000	7.710000e+000	6.930888e-003
7.719999999999880e+000	7.720000e+000	6.931898e-003
7.729999999999880e+000	7.730000e+000	6.932908e-003
7.739999999999879e+000	7.740000e+000	6.933917e-003
7.749999999999879e+000	7.750000e+000	6.934927e-003
7.759999999999879e+000	7.760000e+000	6.935937e-003
7.769999999999879e+000	7.770000e+000	6.936947e-003
7.779999999999879e+000	7.780000e+000	6.937957e-003
7.789999999999878e+000	7.790000e+000	6.938966e-003
7.799999999999878e+000	7.800000e+000	6.939976e-003
7.809999999999878e+000	7.810000e+000	6.940986e-003
7.819999999999878e+000	7.820000e+000	6.941996e-003
7.829999999999878e+000	7.830000e+000	6.943006e-003
7.839999999999877e+000	7.840000e+000	6.944016e-003
7.849999999999877e+000	7.850000e+000	6.945025e-003
7.859999999999877e+000	7.860000e+000	6.946035e-003
7.869999999999877e+000	7.870000e+000	6.947045e-003
7.879999999999876e+000	7.880000e+000	6.948055e-003
7.889999999999876e+000	7.890000e+000	6.949065e-003
7.899999999999876e+000	7.900000e+000	6.950074e-003
7.909999999999876e+000	7.910000e+000	6.951084e-003
7.919999999999876e+000	7.920000e+000	6.952094e-003
7.929999999999875e+000	7.930000e+000	6.953104e-003
7.939999999999875e+000	7.940000e+000	6.954113e-003
7.949999999999875e+000	7.950000e+000	6.955124e-003
7.959999999999875e+000	7.960000e+000	6.956134e-003
7.969999999999875e+000	7.970000e+000	6.957143e-003
7.979999999999874e+000	7.980000e+000	6.958153e-003
7.989999999999874e+000	7.990000e+000	6.959163e-003
7.999999999999874e+000	8.000000e+000	6.960173e-003
8.009999999999874e+000	8.010000e+000	6.961182e-003
8.019999999999874e+000	8.020000e+000	6.962192e-003
8.029999999999873e+000	8.030000e+000	6.963202e-003
8.039999999999873e+000	8.040000e+000	6.964212e-003
8.049999999999873e+000	8.050000e+000	6.965221e-003
8.059999999999873e+000	8.060000e+000	6.966231e-003
8.069999999999872e+000	8.070000e+000	6.967241e-003
8.079999999999872e+000	8.080000e+000	6.968251e-003
8.089999999999872e+000	8.090000e+000	6.969261e-003
8.099999999999872e+000	8.100000e+000	6.970271e-003
8.109999999999872e+000	8.110000e+000	6.971281e-003
8.119999999999871e+000	8.120000e+000	6.972290e-003
8.129999999999871e+000	8.130000e+000	6.973300e-003
8.139999999999871e+000	8.140000e+000	6.974310e-003
8.149999999999871e+000	8.150000e+000	6.975320e-003
8.159999999999871e+000	8.160000e+000	6.976329e-003
8.169999999999870e+000	8.170000e+000	6.977339e-003
8.179999999999870e+000	8.180000e+000	6.978349e-003
8.189999999999870e+000	8.190000e+000	6.979359e-003
8.199999999999870e+000	8.200000e+000	6.980368e-003
8.209999999999869e+000	8.210000e+000	6.981378e-003
8.219999999999869e+000	8.220000e+000	6.982388e-003
8.229999999999869e+000	8.230000e+000	6.983398e-003
8.239999999999869e+000	8.240000e+000	6.984408e-003
8.249999999999869e+000	8.250000e+000	6.985418e-003
8.259999999999868e+000	8.260000e+000	6.986428e-003
8.269999999999868e+000	8.270000e+000	6.987437e-003
8.279999999999868e+000	8.280000e+000	6.988447e-003
8.289999999999868e+000	8.290000e+000	6.989457e-003
8.299999999999868e+000	8.300000e+000	6.990467e-003
8.309999999999867e+000	8.310000e+000	6.991476e-003
8.319999999999867e+000	8.320000e+000	6.992486e-003
8.329999999999867e+000	8.330000e+000	6.993496e-003
8.339999999999867e+000	8.340000e+000	6.994506e-003
8.349999999999866e+000	8.350000e+000	6.995515e-003
8.359999999999866e+000	8.360000e+000	6.996525e-003
8.369999999999866e+000	8.370000e+000	6.997535e-003
8.379999999999866e+000	8.380000e+000	6.998545e-003
8.389999999999866e+000	8.390000e+000	6.999555e-003
8.399999999999865e+000	8.400000e+000	7.000565e-003
8.409999999999865e+000	8.410000e+000	7.001574e-003
8.419999999999865e+000	8.420000e+000	7.002584e-003
8.429999999999865e+000	8.430000e+000	7.003594e-003
8.439999999999865e+000	8.440000e+000	7.004604e-003
8.449999999999864e+000	8.450000e+000	7.005613e-003
8.459999999999864e+000	8.460000e+000	7.006623e-003
8.469999999999864e+000	8.470000e+000	7.007633e-003
8.479999999999864e+000	8.480000e+000	7.008643e-003
8.489999999999863e+000	8.490000e+000	7.009652e-003
8.499999999999863e+000	8.500000e+000	7.010662e-003
8.509999999999863e+000	8.510000e+000	7.011672e-003
8.519999999999863e+000	8.520000e+000	7.012682e-003
8.529999999999863e+000	8.530000e+000	7.013692e-003
8.539999999999862e+000	8.540000e+000	7.014702e-003
8.549999999999862e+000	8.550000e+000	7.015711e-003
8.559999999999862e+000	8.560000e+000	7.016721e-003
8.569999999999862e+000	8.570000e+000	7.017731e-003
8.579999999999862e+000	8.580000e+000	7.018741e-003
8.589999999999861e+000	8.590000e+000	7.019750e-003
8.599999999999861e+000	8.600000e+000	7.020760e-003
8.609999999999861e+000	8.610000e+000	7.021770e-003
8.619999999999861e+000	8.620000e+000	7.022780e-003
8.629999999999860e+000	8.630000e+000	7.023789e-003
8.639999999999860e+000	8.640000e+000	7.024799e-003
8.649999999999860e+000	8.650000e+000	7.025809e-003
8.659999999999860e+000	8.660000e+000	7.026819e-003
8.669999999999860e+000	8.670000e+000	7.027829e-003
8.679999999999859e+000	8.680000e+000	7.028839e-003
8.689999999999859e+000	8.690000e+000	7.029848e-003
8.699999999999859e+000	8.700000e+000	7.030858e-003
8.709999999999859e+000	8.710000e+000	7.031868e-003
8.719999999999859e+000	8.720000e+000	7.032878e-003
8.729999999999858e+000	8.730000e+000	7.033887e-003
8.739999999999858e+000	8.740000e+000	7.034897e-003
8.749999999999858e+000	8.750000e+000	7.035907e-003
8.759999999999858e+000	8.760000e+000	7.036917e-003
8.769999999999858e+000	8.770000e+000	7.037926e-003
8.779999999999857e+000	8.780000e+000	7.038936e-003
8.789999999999857e+000	8.790000e+000	7.039946e-003
8.799999999999857e+000	8.800000e+000	7.040956e-003
8.809999999999857e+000	8.810000e+000	7.041966e-003
8.819999999999856e+000	8.820000e+000	7.042976e-003
8.829999999999856e+000	8.830000e+000	7.043985e-003
8.839999999999856e+000	8.840000e+000	7.044995e-003
8.849999999999856e+000	8.850000e+000	7.046005e-003
8.859999999999856e+000	8.860000e+000	7.047015e-003
8.869999999999855e+000	8.870000e+000	7.048024e-003
8.879999999999855e+000	8.880000e+000	7.049034e-003
8.889999999999855e+000	8.890000e+000	7.050044e-003
8.899999999999855e+000	8.900000e+000	7.051053e-003
8.909999999999855e+000	8.910000e+000	7.052063e-003
8.919999999999854e+000	8.920000e+000	7.053073e-003
8.929999999999854e+000	8.930000e+000	7.054083e-003
8.939999999999854e+000	8.940000e+000	7.055093e-003
8.949999999999854e+000	8.950000e+000	7.056103e-003
8.959999999999853e+000	8.960000e+000	7.057112e-003
8.969999999999853e+000	8.970000e+000	7.058122e-003
8.979999999999853e+000	8.980000e+000	7.059132e-003
8.989999999999853e+000	8.990000e+000	7.060142e-003
8.999999999999853e+000	9.000000e+000	7.061151e-003
9.009999999999852e+000	9.010000e+000	7.062161e-003
9.019999999999852e+000	9.020000e+000	7.063171e-003
9.029999999999852e+000	9.030000e+000	7.064180e-003
9.039999999999852e+000	9.040000e+000	7.065190e-003
9.049999999999852e+000	9.050000e+000	7.066200e-003
9.059999999999851e+000	9.060000e+000	7.067210e-003
9.069999999999851e+000	9.070000e+000	7.068220e-003
9.079999999999851e+000	9.080000e+000	7.069230e-003
9.089999999999851e+000	9.090000e+000	7.070239e-003
9.099999999999850e+000	9.100000e+000	7.071249e-003
9.109999999999850e+000	9.110000e+000	7.072259e-003
9.119999999999850e+000	9.120000e+000	7.073269e-003
9.129999999999850e+000	9.130000e+000	7.074278e-003
9.139999999999850e+000	9.140000e+000	7.075288e-003
9.149999999999849e+000	9.150000e+000	7.076298e-003
9.159999999999849e+000	9.160000e+000	7.077307e-003
9.169999999999849e+000	9.170000e+000	7.078317e-003
9.179999999999849e+000	9.180000e+000	7.079327e-003
9.189999999999849e+000	9.190000e+000	7.080337e-003
9.199999999999848e+000	9.200000e+000	7.081347e-003
9.209999999999848e+000	9.210000e+000	7.082357e-003
9.219999999999848e+000	9.220000e+000	7.083366e-003
9.229999999999848e+000	9.230000e+000	7.084376e-003
9.239999999999847e+000	9.240000e+000	7.085386e-003
9.249999999999847e+000	9.250000e+000	7.086395e-003
9.259999999999847e+000	9.260000e+000	7.087405e-003
9.269999999999847e+000	9.270000e+000	7.088415e-003
9.279999999999847e+000	9.280000e+000	7.089425e-003
9.289999999999846e+000	9.290000e+000	7.090434e-003
9.299999999999846e+000	9.300000e+000	7.091444e-003
9.309999999999846e+000	9.310000e+000	7.092454e-003
9.319999999999846e+000	9.320000e+000	7.093464e-003
9.329999999999846e+000	9.330000e+000	7.094474e-003
9.339999999999845e+000	9.340000e+000	7.095483e-003
9.349999999999845e+000	9.350000e+000	7.096493e-003
9.359999999999845e+000	9.360000e+000	7.097503e-003
9.369999999999845e+000	9.370000e+000	7.098513e-003
9.379999999999845e+000	9.380000e+000	7.099522e-003
9.389999999999844e+000	9.390000e+000	7.100532e-003
9.399999999999844e+000	9.400000e+000	7.101542e-003
9.409999999999844e+000	9.410000e+000	7.102551e-003
9.419999999999844e+000	9.420000e+000	7.103561e-003
9.429999999999843e+000	9.430000e+000	7.104571e-003
9.439999999999843e+000	9.440000e+000	7.105581e-003
9.449999999999843e+000	9.450000e+000	7.106591e-003
9.459999999999843e+000	9.460000e+000	7.107600e-003
9.469999999999843e+000	9.470000e+000	7.108610e-003
9.479999999999842e+000	9.480000e+000	7.109620e-003
9.489999999999842e+000	9.490000e+000	7.110630e-003
9.499999999999842e+000	9.500000e+000	7.111639e-003
9.509999999999842e+000	9.510000e+000	7.112649e-003
9.519999999999842e+000	9.520000e+000	7.113659e-003
9.529999999999841e+000	9.530000e+000	7.114668e-003
9.539999999999841e+000	9.540000e+000	7.115678e-003
9.549999999999841e+000	9.550000e+000	7.116688e-003
9.559999999999841e+000	9.560000e+000	7.117698e-003
9.569999999999840e+000	9.570000e+000	7.118708e-003
9.579999999999840e+000	9.580000e+000	7.119718e-003
9.589999999999840e+000	9.590000e+000	7.120727e-003
9.599999999999840e+000	9.600000e+000	7.121737e-003
9.609999999999840e+000	9.610000e+000	7.122747e-003
9.619999999999839e+000	9.620000e+000	7.123756e-003
9.629999999999839e+000	9.630000e+000	7.124766e-003
9.639999999999839e+000	9.640000e+000	7.125776e-003
9.649999999999839e+000	9.650000e+000	7.126785e-003
9.659999999999839e+000	9.660000e+000	7.127795e-003
9.669999999999838e+000	9.670000e+000	7.128805e-003
9.679999999999838e+000	9.680000e+000	7.129815e-003
9.689999999999838e+000	9.690000e+000	7.130824e-003
9.699999999999838e+000	9.700000e+000	7.131834e-003
9.709999999999837e+000	9.710000e+000	7.132844e-003
9.719999999999837e+000	9.720000e+000	7.133854e-003
9.729999999999837e+000	9.730000e+000	7.134864e-003
9.739999999999837e+000	9.740000e+000	7.135873e-003
9.749999999999837e+000	9.750000e+000	7.136883e-003
9.759999999999836e+000	9.760000e+000	7.137893e-003
9.769999999999836e+000	9.770000e+000	7.138902e-003
9.779999999999836e+000	9.780000e+000	7.139912e-003
9.789999999999836e+000	9.790000e+000	7.140922e-003
9.799999999999836e+000	9.800000e+000	7.141931e-003
9.809999999999835e+000	9.810000e+000	7.142941e-003
9.819999999999835e+000	9.820000e+000	7.143951e-003
9.829999999999835e+000	9.830000e+000	7.144961e-003
9.839999999999835e+000	9.840000e+000	7.145971e-003
9.849999999999834e+000	9.850000e+000	7.146980e-003
9.859999999999834e+000	9.860000e+000	7.147990e-003
9.869999999999834e+000	9.870000e+000	7.149000e-003
9.879999999999834e+000	9.880000e+000	7.150010e-003
9.889999999999834e+000	9.890000e+000	7.151019e-003
9.899999999999833e+000	9.900000e+000	7.152029e-003
9.909999999999833e+000	9.910000e+000	7.153039e-003
9.919999999999833e+000	9.920000e+000	7.154048e-003
9.929999999999833e+000	9.930000e+000	7.155058e-003
9.939999999999833e+000	9.940000e+000	7.156068e-003
9.949999999999832e+000	9.950000e+000	7.157078e-003
9.959999999999832e+000	9.960000e+000	7.158088e-003
9.969999999999832e+000	9.970000e+000	7.159097e-003
9.979999999999832e+000	9.980000e+000	7.160107e-003
9.989999999999832e+000	9.990000e+000	7.161117e-003
1.000000000000000e+001	1.000000e+001	7.162126e-003
